has_csrf_token_in_form,has_csrf_token_in_header,has_samesite_cookie,has_origin_check,has_referer_check,http_method,is_state_changing,content_type,requires_auth,token_entropy,token_changes_per_request,response_sets_cookie,auth_mechanism,endpoint_sensitivity,is_vulnerable
0,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8871,1
1,1,Lax,0,0,GET,0,multipart/form-data,1,5.6963,1,1,none,0.1194,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.622,1
1,1,Strict,1,1,GET,1,multipart/form-data,0,3.5543,1,0,none,0.249,0
1,0,Strict,0,1,GET,0,application/x-www-form-urlencoded,0,3.6358,1,1,none,0.3334,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,0,cookie,0.6614,1
1,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,1.8543,0,1,cookie,0.6857,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,0,cookie,0.5777,1
1,0,Strict,0,0,GET,1,application/x-www-form-urlencoded,1,4.2246,1,1,none,0.2766,0
1,1,Strict,1,0,GET,0,multipart/form-data,1,3.5264,1,1,none,0.3241,0
1,0,Lax,1,0,GET,1,application/json,0,5.2803,1,0,none,0.4934,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7861,1
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.7936,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.9605,1
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,4.3519,1,0,header_only,0.5421,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.9671,1
1,0,Strict,1,0,PUT,1,application/json,1,5.0198,1,0,cookie,0.3161,0
1,1,Strict,1,1,DELETE,1,multipart/form-data,1,5.3418,1,0,none,0.6346,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4975,1
0,1,None,0,1,GET,1,multipart/form-data,1,3.7216,1,0,cookie,0.4112,0
1,0,Strict,0,0,DELETE,1,text/plain,1,5.4644,1,1,none,0.4004,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6302,1
1,1,Strict,0,1,PUT,1,multipart/form-data,0,4.7163,1,0,header_only,0.0178,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7177,1
1,0,Strict,1,0,GET,1,text/plain,1,3.8051,1,0,header_only,0.4284,0
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,1,mixed,0.5287,1
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6696,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.4147,1
1,1,None,1,0,PUT,1,application/x-www-form-urlencoded,1,3.2417,0,0,none,0.549,0
1,1,Strict,0,1,DELETE,1,text/plain,0,4.9117,1,1,none,0.1251,0
1,1,Strict,0,1,PUT,1,application/x-www-form-urlencoded,1,5.0695,1,0,none,0.3609,0
0,0,absent,0,0,PUT,1,application/json,1,0.0,0,1,mixed,0.9336,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,0,cookie,0.9983,1
1,1,Strict,0,1,PUT,1,multipart/form-data,1,4.665,1,1,none,0.032,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5149,1
0,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8601,1
1,1,Strict,0,1,POST,0,multipart/form-data,1,3.7985,1,0,none,0.0482,0
1,1,Lax,1,1,POST,0,text/plain,1,4.1504,1,0,cookie,0.3234,0
1,1,Lax,1,1,POST,0,text/plain,1,5.5374,1,1,mixed,0.585,0
0,1,None,0,1,DELETE,1,text/plain,1,2.0087,0,0,header_only,0.5113,0
1,1,Lax,0,1,GET,1,multipart/form-data,1,4.717,1,0,cookie,0.1172,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4987,1
1,1,Lax,1,0,POST,1,text/plain,1,4.6872,1,1,header_only,0.2019,0
1,1,Strict,1,0,POST,1,multipart/form-data,1,5.038,1,0,header_only,0.0608,0
1,0,Strict,0,0,PUT,1,multipart/form-data,0,4.7639,1,1,mixed,0.1686,0
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,3.6602,1,0,none,0.6515,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8521,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.9814,1
1,0,Strict,1,0,GET,0,multipart/form-data,0,3.6377,1,1,mixed,0.6443,0
1,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,0,5.7788,1,1,mixed,0.4989,0
0,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9436,1
1,1,Strict,1,0,DELETE,0,application/x-www-form-urlencoded,1,4.9806,1,1,header_only,0.3069,0
1,1,Lax,1,1,POST,0,application/json,0,3.6122,1,0,cookie,0.5177,0
1,1,None,0,1,GET,0,multipart/form-data,1,3.3664,0,1,none,0.6184,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.6295,1
1,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,0.504,0,1,cookie,0.7092,1
0,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8253,1
1,1,Strict,1,0,POST,1,multipart/form-data,1,4.8827,1,1,header_only,0.3247,0
1,0,absent,0,0,POST,1,multipart/form-data,1,1.2692,0,1,cookie,0.4917,1
1,1,Lax,1,1,GET,1,application/json,1,5.8067,1,0,cookie,0.1941,0
1,1,Lax,0,0,POST,1,text/plain,0,3.9327,1,1,mixed,0.3886,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8019,1
1,0,Lax,1,0,PUT,1,multipart/form-data,0,5.2205,1,0,cookie,0.6348,0
1,1,Strict,0,0,POST,1,multipart/form-data,0,5.6638,1,1,none,0.2864,0
1,0,Strict,1,0,DELETE,0,application/json,1,4.7443,1,0,mixed,0.4924,0
1,0,Strict,0,0,POST,1,multipart/form-data,1,5.1928,1,0,header_only,0.2317,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.6629,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.6865,1
1,1,Strict,1,1,PUT,1,multipart/form-data,1,5.4355,1,0,header_only,0.3126,0
1,1,Lax,1,0,POST,0,text/plain,1,4.291,1,0,mixed,0.4441,0
1,0,Strict,0,0,POST,1,multipart/form-data,0,5.3266,1,0,header_only,0.1584,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.774,1
1,0,absent,0,1,PUT,0,application/x-www-form-urlencoded,0,3.0842,0,0,header_only,0.0139,0
1,1,Lax,1,0,GET,0,text/plain,1,4.1406,1,0,cookie,0.5065,0
1,0,Strict,1,0,PUT,1,application/x-www-form-urlencoded,0,3.5659,1,1,header_only,0.059,0
1,0,Strict,0,0,GET,1,text/plain,0,4.6324,1,0,mixed,0.2098,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5388,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7449,1
1,0,Strict,1,0,GET,1,application/x-www-form-urlencoded,1,4.6239,1,1,header_only,0.3163,0
0,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5285,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.4254,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7638,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9686,1
1,0,Strict,0,1,POST,1,text/plain,1,4.4869,1,0,mixed,0.0554,0
0,0,None,0,0,DELETE,1,text/plain,1,2.8529,0,1,mixed,0.2326,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.6692,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8247,1
1,1,Lax,0,0,GET,1,application/json,1,4.9318,1,0,none,0.3824,0
0,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8363,1
1,1,Strict,0,1,DELETE,1,multipart/form-data,1,5.3878,1,0,mixed,0.3142,0
0,0,None,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.5933,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,0,mixed,0.6374,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.7365,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.9329,1
1,0,Strict,1,0,GET,1,text/plain,1,5.7503,1,1,header_only,0.3959,0
1,0,Strict,0,1,DELETE,0,application/json,1,4.01,1,0,header_only,0.5197,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7533,1
1,0,Lax,1,1,PUT,0,application/x-www-form-urlencoded,0,5.4281,1,1,cookie,0.3648,0
1,0,Strict,1,1,GET,1,multipart/form-data,1,3.6264,1,1,none,0.3536,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.757,1
0,0,None,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5027,1
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,mixed,0.9218,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6363,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5091,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8671,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.8722,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6712,1
1,0,Strict,1,0,GET,1,application/x-www-form-urlencoded,1,3.6501,1,1,mixed,0.2527,0
1,1,Lax,0,1,PUT,1,multipart/form-data,1,4.7603,1,1,mixed,0.6793,0
0,0,absent,0,0,PATCH,1,application/json,1,0.0,0,1,mixed,0.8954,1
1,0,Lax,0,1,DELETE,1,multipart/form-data,1,4.872,1,0,none,0.4081,0
1,0,Lax,1,0,POST,1,multipart/form-data,1,0.4391,0,1,cookie,0.8983,1
0,0,None,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.4562,1
1,0,Lax,1,0,PUT,1,multipart/form-data,1,5.9704,1,0,header_only,0.2681,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.9209,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,0,mixed,0.9967,1
1,0,Strict,1,0,POST,0,application/x-www-form-urlencoded,0,5.3559,1,1,none,0.4815,0
1,0,Lax,0,0,PUT,1,application/json,0,3.728,1,1,header_only,0.2651,0
1,1,Lax,1,0,GET,1,application/json,1,5.62,1,1,none,0.128,0
1,0,Strict,1,1,POST,1,multipart/form-data,1,5.7025,1,0,cookie,0.3714,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.5282,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9583,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.5315,1
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,mixed,0.8544,1
1,1,Strict,1,1,POST,1,application/x-www-form-urlencoded,1,5.6439,1,1,none,0.3901,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9566,1
1,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.8543,0,0,cookie,0.493,1
1,1,Strict,1,0,POST,0,application/x-www-form-urlencoded,0,3.5632,1,1,header_only,0.6885,0
1,1,Strict,1,0,POST,1,application/x-www-form-urlencoded,1,4.9135,1,0,mixed,0.1177,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5809,1
1,1,Lax,1,0,GET,1,application/json,1,4.3091,1,0,header_only,0.6739,0
1,1,Strict,0,0,PUT,0,application/json,1,4.2345,1,0,mixed,0.4581,0
1,0,Lax,1,0,POST,1,multipart/form-data,1,0.6207,0,1,cookie,0.5139,1
1,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,0.5252,0,1,mixed,0.9843,1
1,0,Lax,1,1,PUT,1,text/plain,1,4.6904,1,0,mixed,0.0313,0
1,1,Strict,1,0,GET,0,text/plain,1,4.8704,1,1,header_only,0.5334,0
1,0,Lax,1,0,DELETE,1,multipart/form-data,1,4.2778,1,0,header_only,0.1349,0
1,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,1.3529,0,1,cookie,0.5723,1
1,0,Strict,0,1,GET,1,application/json,0,4.5676,1,1,none,0.3448,0
1,1,Strict,0,1,POST,0,multipart/form-data,1,4.2891,1,0,mixed,0.2531,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.883,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,0,mixed,0.5101,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.456,1
1,0,Strict,1,1,POST,1,multipart/form-data,1,4.238,1,0,none,0.3854,0
1,0,Lax,0,0,POST,0,application/json,1,5.2133,1,1,none,0.1022,0
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.7792,1
1,1,Strict,0,1,DELETE,1,text/plain,1,5.7301,1,0,mixed,0.3955,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.8235,1
1,0,Strict,0,0,POST,0,multipart/form-data,1,5.2536,1,1,header_only,0.533,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7051,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,cookie,0.7769,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5184,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6513,1
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.6722,1
1,0,Strict,1,0,DELETE,1,application/x-www-form-urlencoded,1,4.21,1,0,cookie,0.2721,0
1,0,Strict,0,0,POST,1,text/plain,0,5.4656,1,1,header_only,0.6184,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5638,1
1,0,Strict,1,0,DELETE,0,multipart/form-data,0,3.8368,1,0,mixed,0.6457,0
1,1,Strict,0,0,POST,1,text/plain,1,4.8676,1,0,none,0.6597,0
1,1,Lax,1,1,GET,0,application/x-www-form-urlencoded,1,3.8733,1,0,header_only,0.3798,0
1,0,Strict,1,0,PUT,1,multipart/form-data,1,4.8132,1,1,mixed,0.1352,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6816,1
1,0,Lax,1,1,POST,1,text/plain,0,5.1154,1,0,none,0.4467,0
1,0,Strict,1,1,DELETE,0,multipart/form-data,1,5.566,1,0,cookie,0.4978,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.9039,1
1,0,Strict,1,0,GET,1,text/plain,0,5.4818,1,0,mixed,0.0392,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5431,1
1,1,absent,1,0,DELETE,1,application/x-www-form-urlencoded,0,3.5814,1,0,mixed,0.1164,0
1,0,Lax,1,1,DELETE,1,application/json,1,5.8675,1,1,none,0.3942,0
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8687,1
1,0,Strict,1,1,GET,0,application/json,1,4.5994,1,0,header_only,0.5266,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4394,1
1,0,Strict,0,0,PUT,1,application/json,1,3.9755,1,0,cookie,0.5755,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.7396,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,0,mixed,0.7026,1
1,1,Strict,1,1,GET,1,multipart/form-data,1,5.4567,1,1,header_only,0.3205,0
1,1,Lax,1,1,DELETE,1,multipart/form-data,0,5.6692,1,0,none,0.207,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,0,mixed,0.4092,1
1,0,None,1,0,POST,1,application/json,1,2.0558,0,1,mixed,0.8244,1
1,1,Lax,1,1,PUT,0,multipart/form-data,0,5.1862,1,1,mixed,0.4603,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.7966,1
1,1,Strict,0,1,DELETE,1,application/json,1,4.3601,1,1,header_only,0.0182,0
1,0,Strict,1,0,PUT,0,multipart/form-data,1,4.5584,1,1,mixed,0.6376,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.4363,1
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8198,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5463,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.9732,1
1,0,Strict,0,1,DELETE,1,text/plain,0,5.6526,1,0,header_only,0.5695,0
1,1,Strict,1,1,GET,1,text/plain,1,5.2518,1,0,cookie,0.6605,0
1,0,Lax,0,0,POST,1,multipart/form-data,0,5.393,1,0,none,0.6574,0
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8748,1
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,cookie,0.454,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.8257,1
1,1,absent,1,0,DELETE,0,application/json,1,2.0525,1,0,mixed,0.2897,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5076,1
1,1,Strict,1,1,PUT,0,text/plain,1,5.6685,1,0,mixed,0.3393,0
1,0,Lax,0,1,GET,0,multipart/form-data,1,4.6166,1,0,mixed,0.1797,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4689,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.9375,1
1,1,Strict,1,1,PUT,1,application/x-www-form-urlencoded,0,5.4369,1,0,mixed,0.6011,0
0,1,None,0,0,POST,0,application/x-www-form-urlencoded,0,3.8398,1,0,none,0.2461,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.6931,1
1,0,Strict,1,0,PUT,1,application/json,0,4.443,1,0,mixed,0.004,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5902,1
1,1,Strict,0,1,PUT,1,text/plain,1,5.0581,1,1,none,0.2487,0
1,0,Strict,0,1,GET,0,multipart/form-data,1,3.7742,1,1,mixed,0.4982,0
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,4.2499,1,1,none,0.264,0
0,0,None,0,0,PUT,1,application/json,1,0.0,0,1,cookie,0.6728,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.9839,1
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.5875,1
0,0,None,1,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.6041,1
1,1,Strict,1,0,DELETE,1,application/json,1,3.5883,1,1,cookie,0.4405,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7484,1
1,1,Strict,1,0,GET,1,text/plain,1,5.6108,1,1,none,0.0798,0
1,0,Strict,0,0,GET,0,text/plain,0,4.9881,1,0,mixed,0.2436,0
0,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8562,1
1,1,Strict,1,1,DELETE,0,multipart/form-data,1,3.8031,1,1,mixed,0.4712,0
1,1,Strict,1,0,PUT,0,application/json,1,5.0847,1,0,mixed,0.378,0
1,0,Lax,1,0,POST,0,text/plain,0,5.863,1,0,cookie,0.495,0
1,1,Strict,1,0,POST,1,multipart/form-data,1,5.6355,1,1,cookie,0.1474,0
1,1,Strict,1,1,POST,0,application/json,1,4.6594,1,1,cookie,0.0554,0
0,0,Lax,1,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.798,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.4795,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,mixed,0.6668,1
1,1,Lax,1,0,PUT,0,text/plain,1,4.7077,1,0,cookie,0.1831,0
0,0,absent,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.8808,1
1,1,Strict,1,0,DELETE,0,multipart/form-data,0,3.8804,1,1,mixed,0.0875,0
1,0,Strict,1,1,PUT,1,application/json,0,5.4622,1,1,header_only,0.2597,0
1,1,Strict,1,1,POST,1,application/json,1,4.6475,1,1,cookie,0.0051,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.8933,1
0,0,absent,0,0,PUT,1,application/json,1,0.0,0,1,mixed,0.4929,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,0,cookie,0.9894,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.579,1
0,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.785,1
1,1,Strict,0,0,PUT,0,multipart/form-data,1,3.8764,1,1,cookie,0.6657,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.9317,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8304,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,mixed,0.8252,1
1,1,Strict,1,0,PUT,0,text/plain,0,3.9689,1,1,cookie,0.53,0
0,0,Lax,1,1,PUT,1,text/plain,0,3.2571,1,0,mixed,0.0585,0
1,1,Lax,1,0,DELETE,1,text/plain,1,5.3255,1,0,cookie,0.1717,0
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,cookie,0.8735,1
0,0,None,0,0,POST,1,application/json,1,0.0,0,0,mixed,0.5591,1
1,0,Strict,0,0,POST,1,text/plain,0,3.7531,1,0,header_only,0.399,0
1,1,Strict,1,0,PUT,1,application/json,1,5.5118,1,1,header_only,0.2125,0
1,0,Lax,1,0,PUT,0,application/json,1,4.4611,1,1,none,0.0386,0
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.9879,1
1,1,Strict,1,0,DELETE,0,multipart/form-data,1,4.5562,1,1,cookie,0.5059,0
0,0,None,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,cookie,0.5329,1
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,cookie,0.7468,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8259,1
1,1,Strict,1,0,POST,1,text/plain,1,5.0159,1,0,mixed,0.1225,0
1,0,Strict,1,1,DELETE,1,application/x-www-form-urlencoded,0,5.9276,1,1,mixed,0.5505,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5261,1
1,1,Strict,0,0,POST,1,text/plain,1,5.9332,1,0,header_only,0.5561,0
1,1,Strict,1,1,POST,1,text/plain,1,4.9549,1,1,cookie,0.557,0
1,1,Strict,1,1,PUT,1,text/plain,1,5.6121,1,1,header_only,0.3942,0
1,0,Strict,1,1,GET,0,application/x-www-form-urlencoded,1,4.0403,1,0,header_only,0.6393,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.4996,1
1,0,absent,1,0,DELETE,1,multipart/form-data,1,1.8082,0,0,cookie,0.747,1
