has_csrf_token_in_form,has_csrf_token_in_header,has_samesite_cookie,has_origin_check,has_referer_check,http_method,is_state_changing,content_type,requires_auth,token_entropy,token_changes_per_request,response_sets_cookie,auth_mechanism,endpoint_sensitivity,is_vulnerable
0,0,None,0,0,DELETE,1,text/plain,1,0.0,0,1,cookie,0.831,1
1,0,Strict,0,0,GET,0,application/json,0,3.0018,1,1,cookie,0.6494,0
0,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,5.7372,1,1,header_only,0.4203,0
1,0,Strict,0,0,POST,1,application/json,0,5.4816,1,1,header_only,0.6294,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9656,1
0,1,Lax,1,0,PUT,1,application/json,1,3.7059,0,0,mixed,0.4309,0
0,1,Lax,0,0,PUT,1,application/json,0,0.0,0,0,cookie,0.7983,1
0,0,absent,0,0,PUT,1,text/plain,1,0.0,0,0,cookie,0.3629,1
1,1,Lax,0,1,POST,1,application/x-www-form-urlencoded,0,1.8822,1,1,none,0.7213,1
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,none,0.5969,1
1,1,Strict,0,0,POST,1,application/json,1,5.0623,1,1,none,0.3001,0
1,0,Strict,1,1,POST,1,text/plain,0,5.031,1,1,none,0.6866,0
0,1,Lax,0,1,PATCH,1,text/plain,0,0.0,1,0,none,0.8587,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,none,0.6158,1
0,0,Strict,1,0,POST,1,multipart/form-data,1,5.2184,1,1,header_only,0.4791,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.6496,1
0,0,None,0,0,POST,1,text/plain,0,0.0,0,1,cookie,0.7322,1
1,0,Lax,1,1,POST,1,application/json,0,5.6424,1,0,header_only,0.5751,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6599,1
0,0,absent,0,0,PATCH,1,text/plain,1,0.0,0,0,cookie,0.6844,1
0,0,None,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.874,1
1,0,Strict,0,1,POST,1,multipart/form-data,1,5.296,1,1,header_only,0.2816,0
0,0,Strict,1,0,DELETE,1,application/x-www-form-urlencoded,1,4.0756,1,0,none,0.4889,0
1,1,None,1,1,GET,0,application/json,0,3.233,1,0,header_only,0.3145,0
1,1,Lax,0,0,GET,0,application/json,0,3.5376,1,1,cookie,0.5165,0
0,0,Strict,1,0,GET,0,text/plain,1,3.0972,1,0,cookie,0.5228,0
0,1,Strict,1,1,POST,1,multipart/form-data,0,3.6467,1,0,mixed,0.1604,0
0,0,absent,0,0,PATCH,1,text/plain,1,0.0,0,0,none,0.2133,1
1,1,Lax,0,0,POST,1,application/json,1,3.194,1,0,none,0.1219,0
1,0,Strict,1,1,PUT,1,application/json,0,5.4292,1,0,none,0.5315,0
1,1,Lax,1,0,GET,0,application/json,1,4.9622,1,1,header_only,0.1124,0
0,1,Lax,1,1,POST,1,multipart/form-data,1,4.3352,1,1,mixed,0.6993,0
0,0,None,0,0,DELETE,1,application/json,0,0.0,0,1,none,0.3436,1
0,1,Strict,1,1,DELETE,1,text/plain,0,4.9714,1,0,cookie,0.5847,0
0,0,absent,0,0,PATCH,1,multipart/form-data,1,0.0,0,1,mixed,0.9286,1
0,0,absent,0,0,GET,0,application/json,1,0.0,0,1,cookie,0.9176,1
0,0,absent,0,0,POST,1,text/plain,0,0.0,0,1,mixed,0.2861,1
0,0,None,0,0,POST,1,application/json,1,0.0,0,0,mixed,0.8151,1
1,1,Strict,0,0,DELETE,1,application/json,1,5.2049,1,0,mixed,0.5934,0
0,1,Strict,0,0,POST,1,application/x-www-form-urlencoded,1,4.0908,1,1,cookie,0.585,0
0,0,Strict,1,1,POST,1,text/plain,1,4.9926,1,0,none,0.011,0
1,1,Strict,1,1,DELETE,1,multipart/form-data,1,3.0057,1,0,mixed,0.5726,0
1,1,Strict,0,0,GET,0,application/json,1,5.5959,1,1,header_only,0.3598,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.8684,1
1,0,Strict,1,0,DELETE,1,multipart/form-data,1,3.1251,1,1,none,0.6654,0
1,1,Lax,1,1,PATCH,1,multipart/form-data,0,3.328,1,0,header_only,0.4108,0
0,0,absent,0,0,POST,1,multipart/form-data,0,0.0,0,1,mixed,0.2242,1
0,1,absent,1,1,POST,1,text/plain,0,0.0,0,0,none,0.679,1
1,1,None,1,0,PATCH,1,text/plain,1,1.2935,0,1,mixed,0.7114,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,mixed,0.9545,1
1,1,Lax,0,0,DELETE,1,text/plain,1,3.1652,1,0,header_only,0.4339,0
0,1,Strict,0,1,POST,1,multipart/form-data,1,5.6211,1,1,header_only,0.6037,0
1,0,Strict,1,1,POST,1,text/plain,0,5.2738,1,0,cookie,0.5515,0
0,0,Lax,1,1,GET,0,multipart/form-data,1,4.0093,1,1,none,0.3117,0
0,0,absent,0,0,DELETE,1,text/plain,1,0.0,1,0,mixed,0.7345,1
1,1,Strict,1,0,POST,1,application/json,0,4.5554,1,1,none,0.314,0
0,0,None,0,0,POST,1,text/plain,1,0.0,0,1,none,0.5568,1
1,0,Strict,1,1,POST,1,application/x-www-form-urlencoded,0,5.5669,1,0,cookie,0.1063,0
1,1,Strict,1,0,POST,1,multipart/form-data,1,4.5844,1,0,cookie,0.4761,0
0,1,Lax,1,0,POST,1,application/json,0,3.219,1,1,cookie,0.6333,0
1,0,Strict,1,0,DELETE,1,application/json,1,4.2484,1,1,mixed,0.1223,0
0,0,None,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.9175,1
1,1,Strict,1,0,PATCH,1,application/json,1,5.6484,1,1,header_only,0.445,0
0,0,None,0,0,GET,0,application/json,1,0.0,0,1,none,0.295,1
1,1,Lax,0,0,POST,1,text/plain,1,5.5167,1,1,cookie,0.3635,0
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.9383,0,0,none,0.5376,0
1,1,Strict,0,0,GET,0,application/x-www-form-urlencoded,0,4.3504,1,1,cookie,0.338,0
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.2408,1
0,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,3.5893,1,1,mixed,0.6918,0
0,1,Strict,1,0,GET,0,application/json,1,4.8712,1,0,mixed,0.2971,0
0,0,None,0,0,GET,0,application/x-www-form-urlencoded,0,0.0,0,0,none,0.4414,1
0,0,None,0,0,PATCH,1,text/plain,0,0.0,0,1,cookie,0.5721,1
1,0,Lax,1,1,PUT,1,multipart/form-data,1,5.4006,1,0,mixed,0.1294,0
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.9865,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.9012,1
1,0,absent,1,0,PUT,1,application/json,1,0.632,1,1,none,0.3856,1
1,1,Strict,1,0,POST,1,application/json,1,3.9069,1,0,cookie,0.3033,0
0,1,Lax,0,1,POST,1,multipart/form-data,0,5.3418,1,0,header_only,0.2201,0
0,1,Lax,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.4699,1
0,0,absent,1,1,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.5216,1
1,1,Strict,0,0,POST,1,application/json,1,5.5161,1,1,cookie,0.6843,0
1,1,Lax,1,0,DELETE,1,multipart/form-data,1,5.5284,1,1,cookie,0.4592,0
0,0,absent,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.9026,1
1,1,Lax,0,1,POST,1,application/json,0,5.309,1,0,none,0.4679,0
1,1,Lax,0,1,PUT,1,application/json,1,3.7192,1,0,mixed,0.2059,0
1,0,Lax,1,1,GET,0,text/plain,1,5.6139,1,0,none,0.0765,0
1,0,Lax,0,1,DELETE,1,multipart/form-data,0,4.3072,1,1,cookie,0.1506,0
0,1,Strict,0,0,PUT,1,application/json,0,3.4238,1,1,cookie,0.1103,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,0,none,0.3651,1
1,1,Strict,1,1,POST,1,text/plain,0,4.4627,1,0,mixed,0.2053,0
0,1,Lax,1,0,GET,0,application/json,1,4.2702,1,1,none,0.3606,0
0,0,None,0,0,DELETE,1,application/json,1,0.0,0,1,none,0.9176,1
1,1,Strict,0,0,DELETE,1,text/plain,1,5.3282,1,1,none,0.343,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.312,1
0,1,Strict,1,1,PATCH,1,application/x-www-form-urlencoded,1,4.7431,1,0,none,0.6691,0
0,1,Strict,1,1,PATCH,1,application/json,1,5.5823,1,0,cookie,0.3148,0
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.2669,1
1,0,Strict,1,0,POST,1,application/json,1,4.9372,1,1,header_only,0.125,0
0,1,Lax,1,0,GET,0,multipart/form-data,1,3.6883,1,0,header_only,0.3694,0
0,1,Strict,0,1,PATCH,1,application/x-www-form-urlencoded,1,5.7416,1,0,cookie,0.2242,0
0,0,absent,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,none,0.7019,1
0,0,None,0,0,GET,0,application/json,0,0.0,0,0,cookie,0.2573,1
1,1,Strict,1,1,POST,1,multipart/form-data,1,3.7311,1,0,mixed,0.6113,0
1,0,Strict,1,0,PUT,1,application/x-www-form-urlencoded,1,5.5292,1,0,header_only,0.2786,0
1,1,Lax,1,1,PUT,1,application/json,1,4.2985,1,0,cookie,0.4475,0
0,0,None,0,0,GET,0,multipart/form-data,0,0.0,0,0,none,0.2922,1
1,0,Strict,1,1,POST,1,application/json,0,5.4702,1,0,none,0.4258,0
0,0,absent,0,0,GET,0,application/json,1,0.0,0,1,cookie,0.6082,1
0,0,absent,0,0,PUT,1,application/json,1,0.0,0,0,none,0.6613,1
0,0,absent,0,0,POST,1,text/plain,1,0.0,0,1,none,0.8729,1
1,0,Lax,0,1,PUT,1,multipart/form-data,1,3.1348,1,0,mixed,0.1726,0
1,0,Strict,1,0,PATCH,1,application/x-www-form-urlencoded,1,3.3922,1,1,none,0.4421,0
0,0,None,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.2151,1
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,0,cookie,0.9496,1
1,1,Strict,0,0,POST,1,application/json,1,3.1592,1,1,none,0.1973,0
0,0,None,0,0,DELETE,1,application/json,0,0.0,0,0,mixed,0.8514,1
0,1,Lax,1,1,PUT,1,application/x-www-form-urlencoded,1,5.598,1,1,none,0.3412,0
1,1,Lax,1,0,GET,0,application/x-www-form-urlencoded,1,5.423,1,0,none,0.6394,0
0,0,Strict,1,0,PUT,1,text/plain,1,4.1119,1,1,mixed,0.0566,0
0,0,absent,0,0,PATCH,1,multipart/form-data,0,0.0,0,1,none,0.8073,1
0,0,absent,0,0,GET,0,application/json,1,0.0,0,1,cookie,0.3444,1
1,1,Lax,0,0,DELETE,1,application/json,1,4.6508,1,0,header_only,0.3827,0
0,0,None,0,0,DELETE,1,text/plain,1,0.0,0,1,none,0.955,1
1,1,Strict,1,1,POST,1,application/x-www-form-urlencoded,0,3.703,1,1,mixed,0.2456,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6782,1
1,0,Lax,1,1,DELETE,1,application/json,1,3.0407,1,1,none,0.2613,0
1,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,5.2705,1,1,header_only,0.332,0
0,0,absent,0,0,GET,0,application/json,0,0.0,0,1,none,0.6024,1
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.3754,1
0,0,None,0,0,POST,1,application/json,1,0.0,0,0,none,0.3021,1
0,0,None,0,0,DELETE,1,application/json,1,0.0,0,0,cookie,0.2474,1
1,1,Lax,1,1,PATCH,1,application/x-www-form-urlencoded,1,3.5745,1,0,header_only,0.1486,0
0,1,Strict,1,1,GET,0,text/plain,0,3.8007,1,1,mixed,0.4031,0
0,1,Strict,1,0,POST,1,text/plain,1,3.1111,1,1,mixed,0.331,0
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.2889,1
0,1,None,1,0,PATCH,1,text/plain,1,5.6761,0,1,mixed,0.366,0
1,0,Strict,1,0,DELETE,1,application/json,0,3.4057,1,0,cookie,0.139,0
0,1,Strict,1,1,POST,1,text/plain,0,4.6236,1,1,mixed,0.3022,0
0,0,Strict,1,0,POST,1,application/json,0,5.2663,1,1,mixed,0.4708,0
0,1,Lax,1,1,PUT,1,application/json,0,4.8584,1,0,header_only,0.3257,0
0,1,Lax,1,1,PUT,1,multipart/form-data,1,3.0207,1,0,mixed,0.2915,0
0,0,None,0,0,DELETE,1,multipart/form-data,0,0.0,0,1,cookie,0.5487,1
0,0,absent,0,0,POST,1,text/plain,1,0.0,0,1,cookie,0.3352,1
1,1,Lax,1,0,DELETE,1,multipart/form-data,1,4.9102,1,0,mixed,0.5684,0
0,1,absent,1,1,PUT,1,application/json,1,0.0,1,0,cookie,0.3249,1
1,0,Lax,1,1,GET,0,text/plain,0,5.2089,1,0,none,0.5914,0
0,0,None,0,0,GET,0,application/json,1,0.0,0,0,cookie,0.556,1
1,1,Strict,1,0,DELETE,1,application/x-www-form-urlencoded,0,4.9969,1,0,mixed,0.0636,0
0,0,absent,0,0,GET,0,text/plain,0,0.0,0,0,cookie,0.316,1
0,0,Lax,1,0,GET,0,application/json,0,3.3009,1,0,none,0.0927,0
1,0,Lax,0,1,PUT,1,text/plain,0,3.0404,1,0,cookie,0.0765,0
1,1,Lax,0,1,PATCH,1,text/plain,1,3.5562,1,1,cookie,0.1205,0
