has_csrf_token_in_form,has_csrf_token_in_header,has_samesite_cookie,has_origin_check,has_referer_check,http_method,is_state_changing,content_type,requires_auth,token_entropy,token_changes_per_request,response_sets_cookie,auth_mechanism,endpoint_sensitivity,is_vulnerable
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9865,1
1,0,Strict,1,0,PUT,0,application/x-www-form-urlencoded,1,5.7562,1,0,cookie,0.6596,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.7012,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7192,1
0,0,absent,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5276,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.6629,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.314,1
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.8235,1
0,0,absent,0,0,POST,1,multipart/form-data,1,3.4162,0,0,cookie,0.487,0
1,0,Lax,1,1,POST,1,multipart/form-data,1,4.6516,1,0,mixed,0.4847,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7449,1
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.6722,1
1,0,Strict,1,0,PUT,1,application/json,1,3.7685,1,1,header_only,0.6272,0
0,0,None,0,0,GET,0,application/json,1,0.0,0,1,none,0.8903,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7439,1
1,1,Lax,0,1,DELETE,1,multipart/form-data,1,3.691,1,1,none,0.3138,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.6758,1
0,0,None,0,0,GET,0,application/json,1,0.0,0,0,cookie,0.556,1
1,0,Strict,0,1,POST,1,text/plain,0,4.6865,1,1,none,0.2674,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.576,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7408,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.472,1
1,0,Strict,0,1,GET,0,multipart/form-data,1,5.4988,1,0,mixed,0.6885,0
0,0,None,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8577,1
0,0,None,0,0,DELETE,1,multipart/form-data,1,0.0,0,1,mixed,0.47,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6598,1
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.9434,0,1,cookie,0.1904,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.7765,1
1,0,Strict,0,0,PUT,0,text/plain,1,3.7323,1,1,none,0.1622,0
1,1,Strict,1,0,POST,1,multipart/form-data,1,4.8827,1,1,header_only,0.3247,0
0,0,None,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.3057,1
1,1,Strict,0,0,POST,1,text/plain,1,5.9332,1,0,header_only,0.5561,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5638,1
1,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,4.9909,1,0,none,0.0939,0
1,1,Lax,0,1,POST,1,application/x-www-form-urlencoded,1,4.4841,1,0,cookie,0.3274,0
1,0,Lax,0,0,GET,1,application/x-www-form-urlencoded,1,4.7597,1,1,none,0.472,0
0,0,None,1,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5285,1
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,mixed,0.6634,1
1,1,Lax,1,1,PUT,1,application/json,1,4.5477,1,0,none,0.1036,0
1,0,Strict,0,0,GET,0,application/json,1,5.225,1,1,cookie,0.0797,0
1,1,Lax,1,1,POST,0,text/plain,1,4.1504,1,0,cookie,0.3234,0
0,0,None,0,0,DELETE,1,multipart/form-data,0,0.0,0,1,cookie,0.5487,1
1,1,Lax,1,0,GET,0,application/x-www-form-urlencoded,1,3.7552,1,1,mixed,0.1202,0
1,1,Strict,1,1,GET,1,multipart/form-data,1,4.3072,1,1,mixed,0.6259,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.8742,1
1,1,None,1,1,DELETE,1,text/plain,1,4.4952,1,1,cookie,0.3659,0
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.9383,0,0,none,0.5376,0
1,1,Lax,1,0,GET,0,text/plain,1,4.1406,1,0,cookie,0.5065,0
1,1,Lax,1,0,GET,0,application/x-www-form-urlencoded,1,5.423,1,0,none,0.6394,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,mixed,0.5207,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8838,1
1,0,Strict,0,0,POST,1,multipart/form-data,1,5.1928,1,0,header_only,0.2317,0
0,0,None,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8871,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.7396,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7258,1
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7575,1
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6537,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.7365,1
0,0,absent,0,0,POST,1,multipart/form-data,0,0.0,0,0,mixed,0.7276,1
1,1,Strict,0,0,DELETE,0,text/plain,0,4.9519,1,0,none,0.4637,0
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.4736,1,1,cookie,0.3945,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6394,1
1,0,Lax,1,0,PUT,1,application/x-www-form-urlencoded,0,3.5257,1,1,none,0.5914,0
1,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,1.8279,0,1,cookie,0.8225,1
1,1,Lax,1,1,DELETE,1,application/json,0,4.4812,1,1,cookie,0.2777,0
0,0,absent,0,0,PATCH,1,application/json,1,0.0,0,0,cookie,0.215,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8586,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.5734,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,0,mixed,0.4262,1
1,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,4.7698,1,1,cookie,0.0357,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7201,1
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.7364,1
1,0,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,3.5324,1,0,cookie,0.0667,0
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,0,cookie,0.5809,1
1,0,Lax,1,1,POST,1,multipart/form-data,1,4.9169,0,1,cookie,0.0103,0
0,0,None,0,0,PUT,1,multipart/form-data,1,0.0,0,0,cookie,0.6056,1
1,1,Strict,1,1,GET,0,application/x-www-form-urlencoded,0,5.05,1,0,none,0.4651,0
1,0,Lax,1,1,PUT,1,application/json,0,3.0472,1,1,mixed,0.1244,0
1,0,Lax,1,1,POST,1,multipart/form-data,1,4.8054,0,0,cookie,0.2532,0
0,0,absent,0,0,PATCH,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.7114,1
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.872,1
1,1,Lax,0,0,POST,1,multipart/form-data,1,3.9662,1,0,cookie,0.1972,0
1,1,Lax,0,1,PUT,1,application/json,1,3.7192,1,0,mixed,0.2059,0
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.7449,1,0,none,0.2696,0
1,1,Lax,1,1,PATCH,1,multipart/form-data,0,5.0541,1,1,cookie,0.4019,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6154,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6177,1
1,0,Strict,1,1,PUT,1,application/json,1,5.409,1,1,mixed,0.1304,0
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.1623,1,1,header_only,0.5979,0
1,1,Lax,0,0,POST,1,text/plain,0,3.9327,1,1,mixed,0.3886,0
1,1,Strict,1,0,PATCH,1,application/json,1,4.3445,1,1,none,0.5623,0
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,0,mixed,0.5751,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.5091,1
1,0,Lax,0,1,GET,1,multipart/form-data,1,3.5562,1,0,header_only,0.2006,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.8366,1
1,1,Strict,1,1,PUT,1,application/json,1,5.1856,1,0,none,0.0706,0
0,0,None,0,0,DELETE,1,text/plain,1,0.0,0,1,cookie,0.831,1
1,0,Strict,1,1,DELETE,0,multipart/form-data,0,4.8236,1,0,header_only,0.1866,0
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.5728,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7505,1
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,5.1555,1,1,mixed,0.4514,0
1,1,Lax,1,0,POST,1,application/json,0,3.1246,1,1,mixed,0.6494,0
1,0,Strict,0,1,GET,1,application/json,0,4.5676,1,1,none,0.3448,0
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.5293,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,3.504,1,0,none,0.2898,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7177,1
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.7679,1
0,0,absent,0,0,DELETE,1,application/json,1,0.0,0,1,cookie,0.622,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.6947,1,0,mixed,0.3062,0
1,0,Strict,1,0,GET,1,application/x-www-form-urlencoded,0,4.6985,1,0,cookie,0.5228,0
1,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,4.4701,0,1,cookie,0.2111,0
0,0,None,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.8398,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.7389,1
1,1,Strict,1,1,DELETE,0,multipart/form-data,0,4.6268,1,1,header_only,0.3887,0
1,0,Strict,1,1,POST,1,application/x-www-form-urlencoded,0,3.7667,1,0,cookie,0.2574,0
1,0,Lax,1,0,POST,0,text/plain,0,5.863,1,0,cookie,0.495,0
1,0,Lax,1,1,PUT,1,multipart/form-data,1,4.6136,1,0,none,0.07,0
0,1,Lax,1,1,PUT,1,application/x-www-form-urlencoded,1,5.598,1,1,none,0.3412,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.8311,1
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.6152,1
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.8158,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.903,1
1,1,Lax,1,0,POST,1,text/plain,0,5.3459,1,1,header_only,0.2439,0
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.9337,1
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7544,1
0,0,absent,0,0,DELETE,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.4611,1
1,1,Lax,1,0,GET,0,application/x-www-form-urlencoded,1,3.6329,1,0,none,0.5033,0
1,0,Strict,1,0,PUT,1,application/x-www-form-urlencoded,1,5.0672,1,0,mixed,0.2147,0
0,0,None,0,0,POST,1,multipart/form-data,1,0.0,0,1,mixed,0.7443,1
1,0,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,5.099,1,1,cookie,0.0125,0
1,0,Lax,0,1,DELETE,1,multipart/form-data,1,3.4915,1,1,header_only,0.6146,0
1,1,Lax,1,1,POST,1,multipart/form-data,1,4.8195,1,1,mixed,0.2858,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.6553,1
1,0,Lax,1,0,GET,1,application/json,0,5.2803,1,0,none,0.4934,0
1,0,absent,0,1,PUT,0,application/x-www-form-urlencoded,0,3.0842,0,0,header_only,0.0139,0
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.5546,1
0,0,absent,0,0,PUT,1,multipart/form-data,1,0.0,0,1,cookie,0.4046,1
0,1,Strict,1,1,PATCH,1,application/json,1,5.5823,1,0,cookie,0.3148,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,mixed,0.8064,1
0,0,absent,0,0,GET,0,multipart/form-data,1,0.0,0,1,cookie,0.9617,1
1,0,Lax,1,0,DELETE,1,application/json,0,4.1735,1,1,none,0.1474,0
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,1,4.7232,1,0,none,0.3562,0
1,1,Strict,1,1,POST,1,application/x-www-form-urlencoded,1,4.8607,1,0,none,0.0719,0
0,1,Lax,1,0,GET,0,multipart/form-data,1,3.6883,1,0,header_only,0.3694,0
1,1,Strict,1,1,POST,1,application/x-www-form-urlencoded,1,5.6439,1,1,none,0.3901,0
1,0,Strict,1,1,POST,1,text/plain,0,5.031,1,1,none,0.6866,0
0,0,absent,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,0,mixed,0.9671,1
1,1,Strict,1,1,POST,1,multipart/form-data,1,4.1886,1,1,none,0.0879,0
1,1,Strict,1,1,POST,1,multipart/form-data,1,4.939,1,0,mixed,0.5762,0
0,0,None,0,0,PUT,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.5705,1
1,0,Strict,1,0,GET,1,application/x-www-form-urlencoded,1,4.6239,1,1,header_only,0.3163,0
1,1,Strict,1,1,POST,1,application/json,0,4.17,1,1,cookie,0.3033,0
0,0,None,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.3278,1
0,1,Lax,0,0,POST,1,application/x-www-form-urlencoded,1,3.5893,1,1,mixed,0.6918,0
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.7725,1,1,mixed,0.5343,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,0,cookie,0.3727,1
1,1,Strict,1,0,POST,1,multipart/form-data,1,5.3089,1,1,mixed,0.325,0
0,0,None,0,0,GET,0,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.6134,1
1,1,Lax,1,1,POST,1,application/x-www-form-urlencoded,1,4.859,1,1,cookie,0.3447,0
1,1,Strict,1,0,POST,1,text/plain,1,4.283,1,1,header_only,0.4757,0
1,0,Lax,1,1,PUT,1,multipart/form-data,1,4.6679,1,0,none,0.2311,0
1,0,Strict,1,1,POST,1,application/x-www-form-urlencoded,1,4.9634,1,1,cookie,0.1334,0
1,0,Strict,0,1,DELETE,1,text/plain,0,4.5796,1,1,header_only,0.4992,0
0,0,absent,0,0,POST,1,application/json,1,0.0,0,1,cookie,0.7256,1
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,0,cookie,0.4751,1
0,1,Lax,0,0,POST,1,text/plain,1,4.7627,0,0,cookie,0.557,0
0,0,None,0,0,PUT,1,application/json,1,0.0,0,0,cookie,0.8394,1
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,mixed,0.7499,1
0,0,absent,0,0,PUT,1,application/json,1,0.0,0,1,cookie,0.3966,1
1,1,Lax,1,0,POST,1,application/x-www-form-urlencoded,0,4.5077,1,0,cookie,0.354,0
0,0,absent,0,0,POST,1,application/x-www-form-urlencoded,1,0.0,0,1,cookie,0.3277,1
1,0,Strict,1,0,GET,1,text/plain,1,5.7503,1,1,header_only,0.3959,0
1,0,Lax,1,1,POST,1,multipart/form-data,1,3.992,1,1,none,0.0071,0
0,0,absent,0,0,POST,1,multipart/form-data,1,0.0,0,1,cookie,0.591,1
1,1,Strict,1,0,POST,0,application/json,1,4.811,1,1,none,0.0553,0
1,0,Strict,1,1,POST,1,text/plain,0,5.2738,1,0,cookie,0.5515,0
